Global epoch, User, Avg loss
0, 0, 0.1105157807469368
0, 1, 7.074749052524567
1, 0, 0.14215521374717355
1, 1, 4.308913469314575
2, 0, 0.10093985579442233
2, 1, 3.3950588405132294
3, 0, 0.0862439515767619
3, 1, 2.478763848543167
4, 0, 0.12369777448475361
4, 1, 2.0867208540439606
5, 0, 0.10539828287437558
5, 1, 1.9016632735729218
6, 0, 0.11912115826271474
6, 1, 1.405993714928627
7, 0, 0.13977569434791803
7, 1, 1.390606440603733
8, 0, 0.1369965448975563
8, 1, 1.3843532651662827
9, 0, 0.10104385553859174
9, 1, 1.1879869624972343
10, 0, 0.10638850159011781
10, 1, 1.0671611726284027
11, 0, 0.10833139158785343
11, 1, 0.9758496284484863
12, 0, 0.11265283077955246
12, 1, 0.9345792159438133
13, 0, 0.12413663929328322
13, 1, 0.7611536383628845
14, 0, 0.15822881599888206
14, 1, 0.9007622636854649
15, 0, 0.14155109482817352
15, 1, 0.6472668349742889
16, 0, 0.14863190171308815
16, 1, 0.7593222483992577
17, 0, 0.1049479371868074
17, 1, 0.8280985355377197
18, 0, 0.11972306203097105
18, 1, 0.7022910453379154
19, 0, 0.13047802168875933
19, 1, 0.5517443604767323
20, 0, 0.1294173845089972
20, 1, 0.4543691426515579
21, 0, 0.13707426516339183
21, 1, 0.611781008541584
22, 0, 0.08334253518842161
22, 1, 0.7818261086940765
23, 0, 0.10708407987840474
23, 1, 0.5531793236732483
24, 0, 0.08745178440585732
24, 1, 0.6256613582372665
25, 0, 0.10590151650831103
25, 1, 0.575624018907547
26, 0, 0.11555218463763595
26, 1, 0.47133246436715126
27, 0, 0.1480907266959548
27, 1, 0.4515899084508419
28, 0, 0.13792019989341497
28, 1, 0.5813303403556347
29, 0, 0.11737871146760881
29, 1, 0.6027094386518002
30, 0, 0.13189968490041792
30, 1, 0.5003098454326391
31, 0, 0.08215605944860727
31, 1, 0.4459073282778263
32, 0, 0.1243835671339184
32, 1, 0.4880170710384846
33, 0, 0.1105038735549897
33, 1, 0.5054978393018246
34, 0, 0.12239907402545214
34, 1, 0.382336663082242
35, 0, 0.11717282724566758
35, 1, 0.47686879709362984
36, 0, 0.12288790987804532
36, 1, 0.46680423244833946
37, 0, 0.11889387993142009
37, 1, 0.41134364157915115
38, 0, 0.12482014438137412
38, 1, 0.41213835775852203
39, 0, 0.09850835101678967
39, 1, 0.3253788389265537
40, 0, 0.11934637324884534
40, 1, 0.48085426539182663
41, 0, 0.11544076073914766
41, 1, 0.3019442278891802
42, 0, 0.11670538573525846
42, 1, 0.36054995097219944
43, 0, 0.10589805082418025
43, 1, 0.40518574602901936
44, 0, 0.1350100350100547
44, 1, 0.46853653341531754
45, 0, 0.1357766359578818
45, 1, 0.49602602794766426
46, 0, 0.1146969438996166
46, 1, 0.2889473680406809
47, 0, 0.11620421847328544
47, 1, 0.4488518200814724
48, 0, 0.10372686991468072
48, 1, 0.5691350400447845
49, 0, 0.13826637412421405
49, 1, 0.35261594131588936
50, 0, 0.1249746554531157
50, 1, 0.35095322877168655
51, 0, 0.12956732418388128
51, 1, 0.3691287375986576
52, 0, 0.08570158935617656
52, 1, 0.34981831908226013
53, 0, 0.1298218136653304
53, 1, 0.2937492225319147
54, 0, 0.12821725569665432
54, 1, 0.2710435353219509
55, 0, 0.13046917226165533
55, 1, 0.3109109550714493
56, 0, 0.13743393169716
56, 1, 0.38311032205820084
57, 0, 0.11631985171698034
57, 1, 0.44468458369374275
58, 0, 0.1040123833809048
58, 1, 0.27367338724434376
59, 0, 0.0897229053080082
59, 1, 0.28868261352181435
60, 0, 0.10957903624512255
60, 1, 0.45357648469507694
61, 0, 0.11760891298763454
61, 1, 0.31233434937894344
62, 0, 0.10343675035983324
62, 1, 0.492544436827302
63, 0, 0.11105077969841659
63, 1, 0.39725731685757637
64, 0, 0.11261403257958591
64, 1, 0.37187785655260086
65, 0, 0.13031540904194117
65, 1, 0.23277373611927032
66, 0, 0.1349819772876799
66, 1, 0.30074587278068066
67, 0, 0.14898077165707946
67, 1, 0.34852161817252636
68, 0, 0.0823110097553581
68, 1, 0.29728780034929514
69, 0, 0.1247965358197689
69, 1, 0.40806285478174686
70, 0, 0.1407698537223041
70, 1, 0.3494226951152086
71, 0, 0.08690423960797489
71, 1, 0.29444200173020363
72, 0, 0.10687837284058332
72, 1, 0.24223159439861774
73, 0, 0.11270222347229719
73, 1, 0.2816111445426941
74, 0, 0.11491666734218597
74, 1, 0.28449864499270916
75, 0, 0.08047113986685872
75, 1, 0.23674945533275604
76, 0, 0.11323607596568763
76, 1, 0.27939893677830696
77, 0, 0.11591059528291225
77, 1, 0.3075510151684284
78, 0, 0.12005686725024134
78, 1, 0.3214298337697983
79, 0, 0.1484250659123063
79, 1, 0.2404623758047819
80, 0, 0.15283195883966982
80, 1, 0.25609023682773113
81, 0, 0.1431494504213333
81, 1, 0.23476888053119183
82, 0, 0.09884249931201339
82, 1, 0.2830010121688247
83, 0, 0.11856696894392371
83, 1, 0.2973681725561619
84, 0, 0.12811733270063996
84, 1, 0.3627763129770756
85, 0, 0.1131193966139108
85, 1, 0.17533053923398256
86, 0, 0.1456011498812586
86, 1, 0.19348328560590744
87, 0, 0.10635322355665267
87, 1, 0.24874864611774683
88, 0, 0.11502835643477738
88, 1, 0.24533100798726082
89, 0, 0.07580085657536983
89, 1, 0.23825642839074135
90, 0, 0.15957483812235296
90, 1, 0.22585336305201054
91, 0, 0.11790491337887943
91, 1, 0.36565079167485237
92, 0, 0.12269377545453608
92, 1, 0.1781396670266986
93, 0, 0.08296248014084995
93, 1, 0.3457408919930458
94, 0, 0.11829607654362917
94, 1, 0.23129289783537388
95, 0, 0.11363913607783616
95, 1, 0.25462344847619534
96, 0, 0.1105309366248548
96, 1, 0.30490399710834026
97, 0, 0.08559213299304247
97, 1, 0.30582669377326965
98, 0, 0.09928915137425065
98, 1, 0.24136134423315525
99, 0, 0.10496267373673618
99, 1, 0.272220971994102
100, 0, 0.13826512871310115
100, 1, 0.28275777492672205
101, 0, 0.12708720192313194
101, 1, 0.2360338233411312
102, 0, 0.12158754072152078
102, 1, 0.284536050632596
103, 0, 0.11168525228276849
103, 1, 0.2750991452485323
104, 0, 0.11470573954284191
104, 1, 0.2899592500180006
105, 0, 0.09321831143461168
105, 1, 0.2577707674354315
106, 0, 0.11623242916539311
106, 1, 0.2807355374097824
107, 0, 0.112771280342713
107, 1, 0.3474545758217573
108, 0, 0.12078924186062068
108, 1, 0.18790175765752792
109, 0, 0.10806119977496564
109, 1, 0.301627891138196
110, 0, 0.103997748112306
110, 1, 0.2820120733231306
111, 0, 0.14663953194394708
111, 1, 0.4368271790444851
112, 0, 0.11356236273422837
112, 1, 0.4458320625126362
113, 0, 0.12172304489649832
113, 1, 0.1721124667674303
114, 0, 0.12914110254496336
114, 1, 0.19905748032033443
115, 0, 0.1851930427365005
115, 1, 0.2692969236522913
116, 0, 0.12494236067868769
116, 1, 0.22642284259200096
117, 0, 0.13506606488954276
117, 1, 0.2358977049589157
118, 0, 0.1029300841037184
118, 1, 0.21209444850683212
119, 0, 0.16246178094297647
119, 1, 0.1592910336330533
120, 0, 0.07562803861219436
120, 1, 0.31212914921343327
121, 0, 0.10851964657194912
121, 1, 0.19551467150449753
122, 0, 0.09589900961145759
122, 1, 0.2298870924860239
123, 0, 0.14252775930799544
123, 1, 0.24341406300663948
124, 0, 0.13324976922012866
124, 1, 0.3172028511762619
125, 0, 0.12420362047851086
125, 1, 0.12875805143266916
126, 0, 0.11229628091678023
126, 1, 0.2532485853880644
127, 0, 0.08659131056629121
127, 1, 0.257562967017293
128, 0, 0.0944680511020124
128, 1, 0.208481689915061
129, 0, 0.09513756004162133
129, 1, 0.31853630021214485
130, 0, 0.12000938947312534
130, 1, 0.19111814629286528
131, 0, 0.12954149604775012
131, 1, 0.23207195941358805
132, 0, 0.08686732780188322
132, 1, 0.23349087964743376
133, 0, 0.11474076751619577
133, 1, 0.2178499884903431
134, 0, 0.13686139252968132
134, 1, 0.21044733747839928
135, 0, 0.09296789322979748
135, 1, 0.20308768656104803
136, 0, 0.08794944011606276
136, 1, 0.2508396916091442
137, 0, 0.08665815053973347
137, 1, 0.21685677394270897
138, 0, 0.1296565285883844
138, 1, 0.21012356784194708
139, 0, 0.10424669156782329
139, 1, 0.30635309778153896
140, 0, 0.10300470027141273
140, 1, 0.20270221959799528
141, 0, 0.11177000822499394
141, 1, 0.21867527533322573
142, 0, 0.11078893719241023
142, 1, 0.14913246408104897
143, 0, 0.10263489023782313
143, 1, 0.2194970492273569
144, 0, 0.16883118450641632
144, 1, 0.18903059139847755
145, 0, 0.11817318759858608
145, 1, 0.30376197304576635
146, 0, 0.13057711953297257
146, 1, 0.2338454443961382
147, 0, 0.11795405973680317
147, 1, 0.2023077178746462
148, 0, 0.12181104626506567
148, 1, 0.16573247779160738
149, 0, 0.10561554040759802
149, 1, 0.22705606278032064
